BHID,FROM,TO,LITO
DH0023,41.41,43.14,SAP
DH0023,43.14,44.35,SAP
DH0023,44.35,45.38,SAP
DH0023,45.38,47.06,LAT
DH0023,47.06,48.81,LAT
DH0023,48.81,50.25,SAP
DH0023,50.25,51.45,SAP
DH0023,51.45,52.84,SAP
DH0023,52.84,54.63,SAP
DH0023,54.63,55.72,SAP
DH0023,55.72,57.66,LAT
DH0023,57.66,59.37,LAT
DH0023,59.37,61.02,SAP
DH0023,61.02,62.23,SAP
DH0023,62.23,63.97,LAT
DH0023,63.97,65.16,FRS
DH0023,65.16,66.57,LAT
DH0023,66.57,67.67,FRS
DH0023,67.67,68.91,LAT
DH0023,68.91,70.22,LAT
DH0023,70.22,71.63,LAT
DH0023,71.63,73.28,FRS
DH0023,73.28,74.87,LAT
DH0023,74.87,76.06,FRS
DH0023,76.06,77.13,FRS
DH0023,77.13,78.47,LAT
DH0023,78.47,79.77,LAT
DH0023,79.77,80.98,FRS
DH0023,80.98,82.06,LAT
DH0023,82.06,83.06,LAT
DH0023,83.06,84.69,LAT
DH0023,84.69,86.43,LAT
DH0023,86.43,88.33,LAT
DH0023,88.33,89.53,LAT
DH0023,89.53,91.09,LAT
DH0023,91.09,92.45,LAT
DH0023,92.45,93.92,LAT
DH0023,93.92,95.22,FRS
DH0023,95.22,97.05,FRS
DH0023,97.05,98.8,FRS
DH0023,98.8,100.71,LAT
DH0023,100.71,101.74,LAT
DH0023,101.74,102.99,LAT
DH0023,102.99,104.08,FRS
DH0023,104.08,105.75,FRS
DH0023,105.75,107.01,FRS
DH0023,107.01,108.9,FRS
DH0023,108.9,109.96,FRS
DH0023,109.96,111.15,LAT
DH0023,111.15,112.23,FRS
DH0023,112.23,114.15,LAT
DH0023,114.15,115.62,FRS
DH0023,115.62,117.16,FRS
DH0023,117.16,118.73,LAT
DH0023,118.73,120.11,FRS
DH0023,120.11,121.23,LAT
DH0023,121.23,122.4,LAT
DH0023,122.4,123.83,LAT
DH0023,123.83,124.96,LAT
DH0023,124.96,126.15,FRS
DH0023,126.15,128.04,FRS
DH0023,128.04,129.12,LAT
DH0023,129.12,130.82,FRS
DH0023,130.82,132.17,LAT
DH0023,132.17,133.81,LAT
DH0023,133.81,134.91,LAT
DH0023,134.91,136.88,LAT
DH0023,136.88,138.55,FRS
DH0023,138.55,139.64,LAT
DH0023,139.64,140.98,LAT
DH0023,140.98,142.46,FRS
DH0023,142.46,143.81,FRS
DH0023,143.81,145.47,LAT
DH0023,145.47,147.43,FRS
DH0023,147.43,148.81,LAT
DH0023,148.81,150.16,FRS
DH0023,150.16,152.06,LAT
DH0023,152.06,153.45,FRS
DH0023,153.45,154.98,LAT
DH0023,154.98,156.38,FRS
DH0023,156.38,158.21,DUN
DH0023,158.21,159.76,FRS
DH0023,159.76,160.79,FRS
DH0023,160.79,162.08,DUN
DH0023,162.08,163.13,FRS
DH0023,163.13,164.5,FRS
DH0023,164.5,166.45,FRS
DH0023,166.45,168.05,DUN
DH0023,168.05,169.06,FRS
DH0023,169.06,170.24,FRS
DH0023,170.24,171.83,FRS
DH0023,171.83,173.5,FRS
DH0023,173.5,174.53,DUN
DH0023,174.53,176.13,FRS
DH0023,176.13,177.14,FRS
DH0023,177.14,178.75,FRS
DH0023,178.75,180.05,FRS
DH0023,180.05,181.8,FRS
DH0023,181.8,183.19,FRS
DH0023,183.19,184.65,FRS
DH0023,184.65,185.71,FRS
DH0023,185.71,187.45,DUN
DH0023,187.45,189.1,FRS
DH0023,189.1,190.63,DUN
DH0023,190.63,192.22,FRS
DH0023,192.22,193.69,FRS
DH0023,193.69,195.61,FRS
DH0023,195.61,197.27,DUN
DH0023,197.27,198.34,FRS
DH0023,198.34,200.2,FRS
DH0023,200.2,201.54,DUN
DH0023,201.54,203.36,FRS
DH0023,203.36,205.11,FRS
DH0023,205.11,206.57,FRS
DH0023,206.57,208.29,DUN
DH0023,208.29,209.78,FRS
DH0023,209.78,211.47,FRS
DH0023,211.47,213.09,FRS
DH0023,213.09,214.67,FRS
DH0023,214.67,216.37,DUN
DH0023,216.37,218.18,DUN
DH0023,218.18,220.1,FRS
DH0023,220.1,221.3,FRS
DH0023,221.3,222.89,FRS
DH0023,222.89,224.32,DUN
DH0023,224.32,225.73,FRS
DH0023,225.73,227.51,FRS
DH0023,227.51,229.14,FRS
DH0023,229.14,231.12,DUN
DH0023,231.12,232.5,FRS
DH0023,232.5,233.98,DUN
DH0023,233.98,235.5,FRS
DH0023,235.5,237.03,FRS
DH0023,237.03,238.75,FRS
DH0023,238.75,239.91,FRS
DH0023,239.91,241.38,DUN
DH0023,241.38,242.81,FRS
DH0023,242.81,244.03,FRS
DH0023,244.03,245.95,FRS
DH0023,245.95,247.15,FRS
DH0023,247.15,249.0,DUN
DH0023,249.0,250.53,DUN
DH0023,250.53,252.02,DUN
DH0023,252.02,253.44,DUN
DH0023,253.44,255.16,DUN
DH0023,255.16,256.24,DUN
DH0023,256.24,257.62,PER
DH0023,257.62,259.54,PER
DH0023,259.54,260.78,PER
DH0023,260.78,262.62,DUN
DH0023,262.62,263.83,DUN
DH0023,263.83,265.34,DUN
DH0023,265.34,266.63,DUN
DH0023,266.63,268.26,DUN
DH0023,268.26,269.65,DUN
DH0023,269.65,270.85,PER
DH0023,270.85,272.16,DUN
DH0023,272.16,273.5,DUN
DH0023,273.5,274.84,DUN
DH0023,274.84,276.25,DUN
DH0023,276.25,277.48,DUN
DH0023,277.48,278.6,DUN
DH0023,278.6,279.99,DUN
DH0023,279.99,281.47,DUN
DH0023,281.47,282.52,DUN
DH0023,282.52,284.39,DUN
DH0023,284.39,285.57,PER
DH0023,285.57,287.46,PER
DH0023,287.46,289.38,DUN
DH0023,289.38,291.24,DUN
DH0023,291.24,292.35,DUN
DH0023,292.35,293.51,DUN
DH0023,293.51,294.95,DUN
DH0023,294.95,296.56,PER
DH0023,296.56,298.12,DUN
DH0023,298.12,299.94,PER
DH0023,299.94,301.06,PER
DH0023,301.06,302.17,DUN
DH0023,302.17,303.46,DUN
DH0023,303.46,304.84,DUN
DH0023,304.84,305.96,DUN
DH0023,305.96,307.61,DUN
DH0023,307.61,308.25,DUN
DH0024,0.0,1.02,LAT
DH0024,1.02,2.41,SAP
DH0024,2.41,3.69,LAT
DH0024,3.69,4.82,LAT
DH0024,4.82,6.75,LAT
DH0024,6.75,8.67,SAP
DH0024,8.67,9.73,SAP
DH0024,9.73,11.7,SAP
DH0024,11.7,13.63,SAP
DH0024,13.63,15.13,SAP
DH0024,15.13,16.36,SAP
DH0024,16.36,17.44,SAP
DH0024,17.44,18.96,SAP
DH0024,18.96,19.98,SAP
DH0024,19.98,21.49,SAP
DH0024,21.49,23.1,SAP
DH0024,23.1,24.79,LAT
DH0024,24.79,26.18,LAT
DH0024,26.18,28.15,SAP
DH0024,28.15,30.11,SAP
DH0024,30.11,31.87,FRS
DH0024,31.87,33.19,LAT
DH0024,33.19,34.98,LAT
DH0024,34.98,36.69,FRS
DH0024,36.69,38.44,LAT
DH0024,38.44,39.86,LAT
DH0024,39.86,41.65,LAT
DH0024,41.65,43.63,FRS
DH0024,43.63,44.85,FRS
DH0024,44.85,46.13,LAT
DH0024,46.13,47.89,LAT
DH0024,47.89,49.5,FRS
DH0024,49.5,50.95,FRS
DH0024,50.95,52.61,LAT
DH0024,52.61,54.36,LAT
DH0024,54.36,56.17,LAT
DH0024,56.17,58.16,LAT
DH0024,58.16,59.49,FRS
DH0024,59.49,60.58,FRS
DH0024,60.58,61.91,LAT
DH0024,61.91,63.13,LAT
DH0024,63.13,64.74,LAT
DH0024,64.74,66.32,FRS
DH0024,66.32,68.1,LAT
DH0024,68.1,69.25,FRS
DH0024,69.25,70.58,FRS
DH0024,70.58,71.98,FRS
DH0024,71.98,73.53,LAT
DH0024,73.53,74.96,LAT
DH0024,74.96,76.7,FRS
DH0024,76.7,78.68,FRS
DH0024,78.68,80.53,FRS
DH0024,80.53,82.5,DUN
DH0024,82.5,83.9,FRS
DH0024,83.9,85.78,FRS
DH0024,85.78,87.21,DUN
DH0024,87.21,88.97,DUN
DH0024,88.97,90.72,DUN
DH0024,90.72,92.45,DUN
DH0024,92.45,94.01,FRS
DH0024,94.01,95.91,DUN
DH0024,95.91,97.01,FRS
DH0024,97.01,98.72,DUN
DH0024,98.72,100.01,FRS
DH0024,100.01,101.75,FRS
DH0024,101.75,102.75,DUN
DH0024,102.75,104.23,FRS
DH0024,104.23,105.62,FRS
DH0024,105.62,107.61,FRS
DH0024,107.61,109.49,DUN
DH0024,109.49,110.95,FRS
DH0024,110.95,112.8,DUN
DH0024,112.8,114.13,FRS
DH0024,114.13,115.43,FRS
DH0024,115.43,117.21,DUN
DH0024,117.21,119.06,DUN
DH0024,119.06,120.07,DUN
DH0024,120.07,121.98,DUN
DH0024,121.98,123.43,DUN
DH0024,123.43,124.89,DUN
DH0024,124.89,126.05,DUN
DH0024,126.05,127.2,PER
DH0024,127.2,128.99,DUN
DH0024,128.99,130.08,DUN
DH0024,130.08,131.97,DUN
DH0024,131.97,133.38,DUN
DH0024,133.38,135.03,DUN
DH0024,135.03,136.48,DUN
DH0024,136.48,138.25,DUN
DH0024,138.25,139.68,DUN
DH0024,139.68,140.78,DUN
DH0024,140.78,142.29,PER
DH0024,142.29,144.07,DUN
DH0024,144.07,145.83,DUN
DH0024,145.83,147.75,PER
DH0024,147.75,148.99,PER
DH0025,0.0,1.68,SAP
DH0025,1.68,3.41,LAT
DH0025,3.41,4.58,SAP
DH0025,4.58,5.64,LAT
DH0025,5.64,6.76,SAP
DH0025,6.76,8.4,SAP
DH0025,8.4,9.79,SAP
DH0025,9.79,11.26,SAP
DH0025,11.26,12.85,LAT
DH0025,12.85,14.04,SAP
DH0025,14.04,16.02,LAT
DH0025,16.02,17.92,LAT
DH0025,17.92,18.98,LAT
DH0025,18.98,20.83,FRS
DH0025,20.83,22.35,LAT
DH0025,22.35,24.28,LAT
DH0025,24.28,25.57,FRS
DH0025,25.57,26.77,FRS
DH0025,26.77,28.05,LAT
DH0025,28.05,29.32,LAT
DH0025,29.32,31.1,LAT
DH0025,31.1,32.43,LAT
DH0025,32.43,34.17,LAT
DH0025,34.17,35.74,LAT
DH0025,35.74,37.07,FRS
DH0025,37.07,38.47,FRS
DH0025,38.47,39.98,FRS
DH0025,39.98,41.93,FRS
DH0025,41.93,43.29,FRS
DH0025,43.29,44.51,FRS
DH0025,44.51,45.97,FRS
DH0025,45.97,47.36,FRS
DH0025,47.36,49.08,FRS
DH0025,49.08,50.79,FRS
DH0025,50.79,51.97,FRS
DH0025,51.97,53.81,FRS
DH0025,53.81,55.78,FRS
DH0025,55.78,57.04,FRS
DH0025,57.04,58.91,FRS
DH0025,58.91,60.69,FRS
DH0025,60.69,62.4,PER
DH0025,62.4,64.34,DUN
DH0025,64.34,66.13,PER
DH0025,66.13,67.9,DUN
DH0025,67.9,69.73,DUN
DH0025,69.73,71.33,DUN
DH0025,71.33,72.41,DUN
DH0025,72.41,73.68,DUN
DH0025,73.68,74.32,DUN
DH0026,0.0,1.93,SAP
DH0026,1.93,3.84,SAP
DH0026,3.84,5.34,SAP
DH0026,5.34,6.99,SAP
DH0026,6.99,8.13,SAP
DH0026,8.13,9.5,LAT
DH0026,9.5,11.16,SAP
DH0026,11.16,13.06,SAP
DH0026,13.06,14.14,LAT
DH0026,14.14,15.32,LAT
DH0026,15.32,16.83,SAP
DH0026,16.83,17.9,SAP
DH0026,17.9,19.87,SAP
DH0026,19.87,21.33,LAT
DH0026,21.33,23.25,SAP
DH0026,23.25,24.53,SAP
DH0026,24.53,25.59,LAT
DH0026,25.59,27.52,SAP
DH0026,27.52,28.66,SAP
DH0026,28.66,30.32,SAP
DH0026,30.32,32.29,LAT
DH0026,32.29,33.81,SAP
DH0026,33.81,35.16,SAP
DH0026,35.16,36.72,SAP
DH0026,36.72,37.75,LAT
DH0026,37.75,39.29,SAP
DH0026,39.29,41.21,LAT
DH0026,41.21,42.45,LAT
DH0026,42.45,43.85,SAP
DH0026,43.85,45.36,SAP
DH0026,45.36,46.68,SAP
DH0026,46.68,48.59,SAP
DH0026,48.59,50.01,LAT
DH0026,50.01,51.21,LAT
DH0026,51.21,52.28,SAP
DH0026,52.28,53.85,SAP
DH0026,53.85,55.55,LAT
DH0026,55.55,56.8,SAP
DH0026,56.8,58.26,SAP
DH0026,58.26,60.12,SAP
DH0026,60.12,61.72,LAT
DH0026,61.72,63.07,LAT
DH0026,63.07,65.06,SAP
DH0026,65.06,66.54,LAT
DH0026,66.54,67.58,LAT
DH0026,67.58,69.09,LAT
DH0026,69.09,71.02,LAT
DH0026,71.02,72.44,LAT
DH0026,72.44,73.68,FRS
DH0026,73.68,75.04,FRS
DH0026,75.04,77.02,LAT
DH0026,77.02,78.19,LAT
DH0026,78.19,80.17,FRS
DH0026,80.17,81.52,FRS
DH0026,81.52,82.78,LAT
DH0026,82.78,84.7,LAT
DH0026,84.7,86.31,LAT
DH0026,86.31,88.01,LAT
DH0026,88.01,89.55,LAT
DH0026,89.55,91.18,FRS
DH0026,91.18,92.29,LAT
DH0026,92.29,93.75,FRS
DH0026,93.75,95.1,FRS
DH0026,95.1,96.64,LAT
DH0026,96.64,98.18,LAT
DH0026,98.18,99.2,LAT
DH0026,99.2,100.49,FRS
DH0026,100.49,102.08,LAT
DH0026,102.08,103.48,LAT
DH0026,103.48,105.34,LAT
DH0026,105.34,106.62,LAT
DH0026,106.62,107.9,LAT
DH0026,107.9,109.44,FRS
DH0026,109.44,111.22,FRS
DH0026,111.22,113.16,LAT
DH0026,113.16,115.16,LAT
DH0026,115.16,116.8,LAT
DH0026,116.8,118.37,LAT
DH0026,118.37,119.75,FRS
DH0026,119.75,121.7,FRS
DH0026,121.7,123.0,LAT
DH0026,123.0,124.19,FRS
DH0026,124.19,125.23,LAT
DH0026,125.23,127.22,LAT
DH0026,127.22,128.56,LAT
DH0026,128.56,130.24,LAT
DH0026,130.24,131.48,FRS
DH0026,131.48,133.45,FRS
DH0026,133.45,134.88,LAT
DH0026,134.88,136.21,LAT
DH0026,136.21,137.8,LAT
DH0026,137.8,139.11,LAT
DH0026,139.11,141.06,LAT
DH0026,141.06,142.44,FRS
DH0026,142.44,144.2,FRS
DH0026,144.2,145.66,LAT
DH0026,145.66,147.08,FRS
DH0026,147.08,148.38,LAT
DH0026,148.38,149.84,FRS
DH0026,149.84,150.86,FRS
DH0026,150.86,152.0,LAT
DH0026,152.0,153.85,FRS
DH0026,153.85,155.57,FRS
DH0026,155.57,157.26,LAT
DH0026,157.26,159.07,LAT
DH0026,159.07,160.46,FRS
DH0026,160.46,161.6,LAT
DH0026,161.6,163.57,FRS
DH0026,163.57,165.11,LAT
DH0026,165.11,166.13,FRS
DH0026,166.13,167.38,FRS
DH0026,167.38,169.16,FRS
DH0026,169.16,170.43,DUN
DH0026,170.43,171.47,FRS
DH0026,171.47,173.38,DUN
DH0026,173.38,174.69,FRS
DH0026,174.69,176.15,FRS
DH0026,176.15,177.36,DUN
DH0026,177.36,178.57,DUN
DH0026,178.57,180.23,FRS
DH0026,180.23,182.07,FRS
DH0026,182.07,183.73,FRS
DH0026,183.73,185.04,FRS
DH0026,185.04,187.0,FRS
DH0026,187.0,188.64,FRS
DH0026,188.64,190.55,DUN
DH0026,190.55,191.63,FRS
DH0026,191.63,192.85,FRS
DH0026,192.85,194.24,DUN
DH0026,194.24,195.78,DUN
DH0026,195.78,197.2,FRS
DH0026,197.2,198.25,FRS
DH0026,198.25,199.64,FRS
DH0026,199.64,200.91,FRS
DH0026,200.91,201.97,FRS
DH0026,201.97,203.72,FRS
DH0026,203.72,205.06,DUN
DH0026,205.06,206.15,FRS
DH0026,206.15,207.32,DUN
DH0026,207.32,208.43,FRS
DH0026,208.43,209.89,FRS
DH0026,209.89,211.65,FRS
DH0026,211.65,213.27,FRS
DH0026,213.27,215.02,DUN
DH0026,215.02,216.98,FRS
DH0026,216.98,218.54,DUN
DH0026,218.54,220.14,FRS
DH0026,220.14,221.16,FRS
DH0026,221.16,222.75,DUN
DH0026,222.75,224.66,FRS
DH0026,224.66,225.71,FRS
DH0026,225.71,226.95,FRS
DH0026,226.95,228.05,DUN
DH0026,228.05,229.13,DUN
DH0026,229.13,230.6,FRS
DH0026,230.6,232.46,DUN
DH0026,232.46,233.54,FRS
DH0026,233.54,235.19,FRS
DH0026,235.19,236.72,FRS
DH0026,236.72,238.33,FRS
DH0026,238.33,240.21,DUN
DH0026,240.21,241.78,FRS
DH0026,241.78,243.64,FRS
DH0026,243.64,245.33,FRS
DH0026,245.33,247.29,DUN
DH0026,247.29,248.93,FRS
DH0026,248.93,250.46,FRS
DH0026,250.46,252.18,FRS
DH0026,252.18,253.26,DUN
DH0026,253.26,254.59,FRS
DH0026,254.59,256.19,FRS
DH0026,256.19,257.24,FRS
DH0026,257.24,258.4,FRS
DH0026,258.4,259.98,FRS
DH0026,259.98,261.54,FRS
DH0026,261.54,262.7,FRS
DH0026,262.7,264.18,FRS
DH0026,264.18,265.18,DUN
DH0026,265.18,266.59,DUN
DH0026,266.59,267.88,DUN
DH0026,267.88,269.31,DUN
DH0026,269.31,271.2,DUN
DH0026,271.2,272.4,DUN
DH0026,272.4,274.07,DUN
DH0026,274.07,275.35,DUN
DH0026,275.35,276.81,PER
DH0026,276.81,277.88,DUN
DH0026,277.88,279.86,DUN
DH0026,279.86,281.58,PER
DH0026,281.58,282.62,DUN
DH0026,282.62,284.34,PER
DH0026,284.34,285.57,DUN
DH0026,285.57,287.1,DUN
DH0026,287.1,289.04,PER
DH0026,289.04,290.04,DUN
DH0026,290.04,291.94,PER
DH0026,291.94,293.89,PER
DH0026,293.89,295.14,DUN
DH0026,295.14,296.42,DUN
DH0026,296.42,297.68,PER
DH0026,297.68,298.93,DUN
DH0026,298.93,300.14,DUN
DH0026,300.14,301.24,DUN
DH0026,301.24,302.64,DUN
DH0026,302.64,303.79,DUN
DH0026,303.79,305.15,DUN
DH0026,305.15,306.55,DUN
DH0026,306.55,308.17,DUN
DH0026,308.17,309.26,DUN
DH0026,309.26,311.13,PER
DH0026,311.13,312.53,PER
DH0026,312.53,313.89,PER
DH0026,313.89,314.9,DUN
DH0026,314.9,316.67,DUN
DH0026,316.67,318.56,DUN
DH0026,318.56,320.14,DUN
DH0026,320.14,321.36,DUN
DH0026,321.36,323.28,PER
DH0026,323.28,325.14,DUN
DH0026,325.14,326.77,DUN
DH0026,326.77,328.56,DUN
DH0026,328.56,329.58,DUN
DH0026,329.58,329.8,DUN
DH0027,0.0,1.48,SAP
DH0027,1.48,2.84,LAT
DH0027,2.84,4.28,SAP
DH0027,4.28,5.67,LAT
DH0027,5.67,6.71,SAP
DH0027,6.71,7.91,LAT
DH0027,7.91,9.04,SAP
DH0027,9.04,10.49,SAP
DH0027,10.49,11.77,SAP
DH0027,11.77,12.83,LAT
DH0027,12.83,14.02,LAT
DH0027,14.02,15.11,SAP
DH0027,15.11,16.47,LAT
DH0027,16.47,17.59,SAP
DH0027,17.59,19.58,SAP
DH0027,19.58,21.56,SAP
DH0027,21.56,22.92,LAT
DH0027,22.92,24.2,SAP
DH0027,24.2,25.94,SAP
DH0027,25.94,27.39,LAT
DH0027,27.39,28.98,SAP
DH0027,28.98,30.79,SAP
DH0027,30.79,32.22,LAT
DH0027,32.22,33.78,SAP
DH0027,33.78,35.58,SAP
DH0027,35.58,36.99,FRS
DH0027,36.99,38.03,LAT
DH0027,38.03,40.0,FRS
DH0027,40.0,41.69,FRS
DH0027,41.69,43.28,LAT
DH0027,43.28,44.44,LAT
DH0027,44.44,45.72,LAT
DH0027,45.72,47.7,LAT
DH0027,47.7,49.16,FRS
DH0027,49.16,50.76,FRS
DH0027,50.76,52.53,LAT
DH0027,52.53,54.26,LAT
DH0027,54.26,56.2,FRS
DH0027,56.2,57.46,LAT
DH0027,57.46,59.34,FRS
DH0027,59.34,60.82,LAT
DH0027,60.82,62.14,LAT
DH0027,62.14,63.16,LAT
DH0027,63.16,64.93,LAT
DH0027,64.93,66.8,FRS
DH0027,66.8,68.61,LAT
DH0027,68.61,70.13,LAT
DH0027,70.13,71.35,FRS
DH0027,71.35,72.44,LAT
DH0027,72.44,73.45,FRS
DH0027,73.45,74.78,FRS
DH0027,74.78,76.43,LAT
DH0027,76.43,78.0,LAT
DH0027,78.0,79.24,FRS
DH0027,79.24,80.73,FRS
DH0027,80.73,82.19,LAT
DH0027,82.19,83.5,LAT
DH0027,83.5,84.88,LAT
DH0027,84.88,86.05,LAT
DH0027,86.05,88.01,LAT
DH0027,88.01,89.5,LAT
DH0027,89.5,91.13,FRS
DH0027,91.13,92.81,FRS
DH0027,92.81,93.86,DUN
DH0027,93.86,95.35,FRS
DH0027,95.35,97.18,DUN
DH0027,97.18,99.1,FRS
DH0027,99.1,101.05,FRS
DH0027,101.05,103.02,FRS
DH0027,103.02,104.08,FRS
DH0027,104.08,105.61,DUN
DH0027,105.61,107.03,FRS
DH0027,107.03,108.73,FRS
DH0027,108.73,110.57,DUN
DH0027,110.57,111.58,FRS
DH0027,111.58,113.18,FRS
DH0027,113.18,114.29,FRS
DH0027,114.29,115.57,FRS
DH0027,115.57,116.76,DUN
DH0027,116.76,118.4,DUN
DH0027,118.4,120.15,DUN
DH0027,120.15,122.04,FRS
DH0027,122.04,123.25,FRS
DH0027,123.25,125.15,FRS
DH0027,125.15,127.1,FRS
DH0027,127.1,128.73,FRS
DH0027,128.73,130.11,FRS
DH0027,130.11,131.21,FRS
DH0027,131.21,132.87,FRS
DH0027,132.87,134.75,FRS
DH0027,134.75,136.61,FRS
DH0027,136.61,138.14,DUN
DH0027,138.14,140.07,DUN
DH0027,140.07,141.75,FRS
DH0027,141.75,143.57,DUN
DH0027,143.57,145.3,PER
DH0027,145.3,146.78,DUN
DH0027,146.78,148.35,PER
DH0027,148.35,149.77,DUN
DH0027,149.77,151.24,DUN
DH0027,151.24,152.25,DUN
DH0027,152.25,153.26,DUN
DH0027,153.26,154.37,DUN
DH0027,154.37,156.31,DUN
DH0027,156.31,158.29,DUN
DH0027,158.29,159.55,DUN
DH0027,159.55,161.05,DUN
DH0027,161.05,163.02,DUN
DH0027,163.02,164.26,DUN
DH0027,164.26,166.23,DUN
DH0027,166.23,168.15,DUN
DH0027,168.15,169.73,DUN
DH0027,169.73,170.9,DUN
DH0027,170.9,172.55,DUN
DH0027,172.55,174.29,DUN
DH0027,174.29,175.57,DUN
DH0027,175.57,176.94,DUN
DH0028,0.0,1.61,SAP
DH0028,1.61,2.94,SAP
DH0028,2.94,4.1,SAP
DH0028,4.1,5.92,SAP
DH0028,5.92,7.18,SAP
DH0028,7.18,8.74,LAT
DH0028,8.74,9.79,LAT
DH0028,9.79,11.5,SAP
DH0028,11.5,12.88,LAT
DH0028,12.88,14.19,SAP
DH0028,14.19,15.73,SAP
DH0028,15.73,17.4,SAP
DH0028,17.4,19.38,SAP
DH0028,19.38,20.97,SAP
DH0028,20.97,22.67,SAP
DH0028,22.67,24.23,SAP
DH0028,24.23,25.56,SAP
DH0028,25.56,27.21,SAP
DH0028,27.21,28.91,LAT
DH0028,28.91,29.94,SAP
DH0028,29.94,31.87,SAP
DH0028,31.87,33.27,SAP
DH0028,33.27,34.52,SAP
DH0028,34.52,35.9,SAP
DH0028,35.9,37.45,SAP
DH0028,37.45,38.63,SAP
DH0028,38.63,39.73,SAP
DH0028,39.73,41.05,SAP
DH0028,41.05,42.14,SAP
DH0028,42.14,43.83,SAP
DH0028,43.83,44.9,SAP
DH0028,44.9,46.33,LAT
DH0028,46.33,48.07,SAP
DH0028,48.07,49.68,LAT
DH0028,49.68,50.92,SAP
DH0028,50.92,52.04,SAP
DH0028,52.04,53.72,SAP
DH0028,53.72,55.36,SAP
DH0028,55.36,57.28,LAT
DH0028,57.28,59.18,LAT
DH0028,59.18,60.79,LAT
DH0028,60.79,62.12,SAP
DH0028,62.12,63.78,SAP
DH0028,63.78,65.38,FRS
DH0028,65.38,66.49,LAT
DH0028,66.49,68.27,FRS
DH0028,68.27,70.11,LAT
DH0028,70.11,71.72,LAT
DH0028,71.72,73.03,LAT
DH0028,73.03,74.16,LAT
DH0028,74.16,75.63,LAT
DH0028,75.63,77.33,LAT
DH0028,77.33,78.88,FRS
DH0028,78.88,80.38,FRS
DH0028,80.38,81.83,FRS
DH0028,81.83,82.92,LAT
DH0028,82.92,84.4,LAT
DH0028,84.4,86.19,FRS
DH0028,86.19,87.35,LAT
DH0028,87.35,88.85,FRS
DH0028,88.85,90.04,FRS
DH0028,90.04,91.08,FRS
DH0028,91.08,92.62,FRS
DH0028,92.62,93.71,LAT
DH0028,93.71,94.92,LAT
DH0028,94.92,96.06,LAT
DH0028,96.06,97.55,FRS
DH0028,97.55,99.2,LAT
DH0028,99.2,100.76,LAT
DH0028,100.76,102.13,LAT
DH0028,102.13,103.58,FRS
DH0028,103.58,104.93,LAT
DH0028,104.93,106.81,LAT
DH0028,106.81,108.06,LAT
DH0028,108.06,109.88,LAT
DH0028,109.88,111.23,FRS
DH0028,111.23,113.04,FRS
DH0028,113.04,114.46,FRS
DH0028,114.46,116.34,FRS
DH0028,116.34,117.74,FRS
DH0028,117.74,119.29,LAT
DH0028,119.29,120.59,LAT
DH0028,120.59,121.73,LAT
DH0028,121.73,123.57,LAT
DH0028,123.57,125.34,FRS
DH0028,125.34,127.11,LAT
DH0028,127.11,129.02,FRS
DH0028,129.02,130.6,FRS
DH0028,130.6,132.58,FRS
DH0028,132.58,134.11,FRS
DH0028,134.11,135.77,LAT
DH0028,135.77,137.19,FRS
DH0028,137.19,138.93,LAT
DH0028,138.93,140.78,LAT
DH0028,140.78,142.56,LAT
DH0028,142.56,144.55,FRS
DH0028,144.55,146.55,LAT
DH0028,146.55,147.64,LAT
DH0028,147.64,148.87,LAT
DH0028,148.87,150.49,LAT
DH0028,150.49,152.47,FRS
DH0028,152.47,153.52,LAT
DH0028,153.52,154.86,LAT
DH0028,154.86,156.7,FRS
DH0028,156.7,157.76,FRS
DH0028,157.76,159.18,DUN
DH0028,159.18,160.77,DUN
DH0028,160.77,162.21,FRS
DH0028,162.21,164.2,FRS
DH0028,164.2,165.29,FRS
DH0028,165.29,167.04,DUN
DH0028,167.04,168.06,FRS
DH0028,168.06,169.2,FRS
DH0028,169.2,170.71,FRS
DH0028,170.71,171.74,FRS
DH0028,171.74,173.35,DUN
DH0028,173.35,174.82,DUN
DH0028,174.82,176.07,FRS
DH0028,176.07,177.6,FRS
DH0028,177.6,179.18,FRS
DH0028,179.18,180.25,FRS
DH0028,180.25,182.1,DUN
DH0028,182.1,183.73,DUN
DH0028,183.73,185.47,FRS
DH0028,185.47,186.85,FRS
DH0028,186.85,188.15,DUN
DH0028,188.15,189.63,FRS
DH0028,189.63,190.96,DUN
DH0028,190.96,192.5,FRS
DH0028,192.5,193.58,FRS
DH0028,193.58,194.79,FRS
DH0028,194.79,195.96,FRS
DH0028,195.96,197.3,FRS
DH0028,197.3,198.94,FRS
DH0028,198.94,200.37,FRS
DH0028,200.37,201.63,FRS
DH0028,201.63,203.6,FRS
DH0028,203.6,205.36,FRS
DH0028,205.36,206.91,FRS
DH0028,206.91,208.83,FRS
DH0028,208.83,209.92,FRS
DH0028,209.92,211.63,FRS
DH0028,211.63,213.26,FRS
DH0028,213.26,215.1,FRS
DH0028,215.1,216.99,DUN
DH0028,216.99,218.92,FRS
DH0028,218.92,220.67,FRS
DH0028,220.67,221.85,FRS
DH0028,221.85,223.17,FRS
DH0028,223.17,224.67,DUN
DH0028,224.67,226.33,DUN
DH0028,226.33,227.98,FRS
DH0028,227.98,229.83,DUN
DH0028,229.83,231.65,FRS
DH0028,231.65,233.61,FRS
DH0028,233.61,235.38,DUN
