BHID,FROM,TO,TARGET,NI,SI,MG
DH0030,93.78,95.1,North_Zone,2.833,68.44,13.74
DH0030,95.1,96.61,North_Zone,2.202,47.99,13.77
DH0030,96.61,97.7,North_Zone,1.849,46.13,18.9
DH0030,97.7,99.43,North_Zone,1.575,57.38,19.84
DH0030,99.43,100.93,North_Zone,1.347,44.29,19.61
DH0030,100.93,102.57,North_Zone,0.689,37.36,21.03
DH0030,102.57,104.33,North_Zone,0.92,39.61,12.35
DH0030,104.33,105.5,North_Zone,0.613,47.87,16.04
DH0030,105.5,107.27,North_Zone,0.503,46.21,16.29
DH0030,107.27,108.33,North_Zone,1.703,54.78,20.79
DH0030,108.33,109.94,North_Zone,1.381,54.04,20.93
DH0030,109.94,111.24,North_Zone,1.528,46.49,10.01
DH0030,111.24,113.15,North_Zone,0.986,34.4,21.07
DH0030,113.15,115.06,North_Zone,1.034,43.32,20.28
DH0030,115.06,116.75,North_Zone,1.433,43.35,22.56
DH0030,116.75,118.23,North_Zone,1.884,49.15,19.26
DH0030,118.23,119.92,North_Zone,1.443,51.08,12.53
DH0030,119.92,120.95,North_Zone,2.224,45.15,4.7
DH0030,120.95,122.88,North_Zone,0.062,49.95,11.63
DH0030,122.88,124.44,North_Zone,1.227,51.39,18.88
DH0030,124.44,126.22,North_Zone,1.0,46.87,15.45
DH0030,126.22,127.72,North_Zone,0.52,33.65,16.16
DH0030,127.72,128.83,North_Zone,1.675,39.5,17.4
DH0030,128.83,130.57,North_Zone,1.705,47.76,17.84
DH0030,130.57,131.88,North_Zone,1.802,36.62,23.68
DH0030,131.88,133.62,North_Zone,1.417,55.1,22.07
DH0030,133.62,134.75,North_Zone,1.621,50.72,19.51
DH0030,134.75,135.97,North_Zone,1.172,51.86,17.09
DH0030,135.97,137.25,North_Zone,1.246,39.82,15.83
DH0030,137.25,139.06,North_Zone,0.838,40.32,19.58
DH0030,139.06,140.32,North_Zone,1.993,52.68,15.69
DH0030,140.32,142.23,North_Zone,0.568,39.88,12.92
DH0030,142.23,143.26,North_Zone,2.229,64.15,21.21
DH0030,143.26,144.55,North_Zone,0.861,44.8,9.87
DH0030,144.55,145.76,North_Zone,1.057,47.74,17.86
DH0030,145.76,146.95,North_Zone,0.964,58.44,12.83
DH0030,146.95,148.9,North_Zone,1.541,52.65,10.04
DH0030,148.9,150.85,North_Zone,0.741,55.54,15.43
DH0030,150.85,152.15,North_Zone,2.33,57.0,17.15
DH0030,152.15,153.97,North_Zone,1.842,39.73,19.78
DH0030,153.97,155.35,North_Zone,0.392,35.75,22.91
DH0030,155.35,156.62,North_Zone,0.456,34.92,25.22
DH0030,156.62,158.09,North_Zone,0.557,41.77,18.09
DH0030,158.09,159.76,North_Zone,0.262,38.1,12.84
DH0030,159.76,161.51,North_Zone,0.2,30.18,21.19
DH0030,161.51,162.99,North_Zone,0.415,35.51,24.2
DH0030,162.99,164.31,North_Zone,0.573,47.73,26.34
DH0030,164.31,165.92,North_Zone,0.205,36.56,26.48
DH0030,165.92,167.63,North_Zone,0.466,37.92,16.36
DH0030,167.63,169.11,North_Zone,0.84,48.17,22.38
DH0030,169.11,170.44,North_Zone,0.302,45.92,20.5
DH0030,170.44,171.67,North_Zone,0.144,48.15,23.8
DH0030,171.67,173.4,North_Zone,1.084,39.97,16.93
DH0030,173.4,174.72,North_Zone,0.613,33.06,23.5
DH0030,174.72,176.38,North_Zone,0.509,41.11,18.1
DH0030,176.38,177.58,North_Zone,0.329,31.08,23.01
DH0030,177.58,178.81,North_Zone,0.306,38.26,10.82
DH0030,178.81,180.54,North_Zone,0.812,34.69,28.07
DH0030,180.54,181.95,North_Zone,0.96,34.25,20.36
DH0030,181.95,183.34,North_Zone,0.788,40.95,21.81
DH0030,183.34,185.01,North_Zone,0.744,43.88,22.87
DH0030,185.01,186.44,North_Zone,0.131,38.73,20.83
DH0030,186.44,187.95,North_Zone,0.509,29.42,21.69
DH0030,187.95,189.19,North_Zone,0.246,30.77,13.06
DH0030,189.19,190.37,North_Zone,0.482,40.36,12.97
DH0030,190.37,190.76,North_Zone,0.478,35.4,23.16
DH0031,0.0,1.14,Central_Zone,1.026,34.34,11.0
DH0031,1.14,2.75,Central_Zone,2.785,43.23,8.71
DH0031,2.75,3.9,Central_Zone,3.381,33.54,8.6
DH0031,3.9,5.08,Central_Zone,2.278,39.76,10.59
DH0031,5.08,6.49,Central_Zone,5.578,48.86,9.85
DH0031,6.49,8.48,Central_Zone,1.064,44.87,4.65
DH0031,8.48,10.06,Central_Zone,2.088,22.61,15.05
DH0031,10.06,11.32,Central_Zone,1.337,41.66,11.93
DH0031,11.32,12.84,Central_Zone,1.629,33.23,9.43
DH0031,12.84,14.23,Central_Zone,1.915,53.77,18.95
DH0031,14.23,15.87,Central_Zone,1.962,30.42,3.99
DH0031,15.87,17.65,Central_Zone,1.433,44.28,10.4
DH0031,17.65,19.02,Central_Zone,0.706,33.62,11.46
DH0031,19.02,20.55,Central_Zone,0.871,41.8,13.04
DH0031,20.55,21.68,Central_Zone,0.118,43.12,7.01
DH0031,21.68,23.01,Central_Zone,1.665,47.02,9.06
DH0031,23.01,24.36,Central_Zone,2.469,45.81,8.1
DH0031,24.36,26.04,Central_Zone,1.153,43.86,8.86
DH0031,26.04,27.55,Central_Zone,0.632,39.79,11.52
DH0031,27.55,28.64,Central_Zone,0.01,54.12,4.99
DH0031,28.64,29.92,Central_Zone,0.621,48.15,7.99
DH0031,29.92,31.07,Central_Zone,0.675,38.05,15.9
DH0031,31.07,32.3,Central_Zone,1.095,53.5,25.91
DH0031,32.3,33.68,Central_Zone,2.051,58.91,14.31
DH0031,33.68,35.19,Central_Zone,1.763,43.31,7.38
DH0031,35.19,37.03,Central_Zone,1.011,39.8,18.03
DH0031,37.03,38.16,Central_Zone,1.19,55.92,9.1
DH0031,38.16,39.77,Central_Zone,2.427,33.06,15.01
DH0031,39.77,41.03,Central_Zone,1.282,50.84,10.86
DH0031,41.03,42.86,Central_Zone,2.689,40.72,8.84
DH0031,42.86,44.82,Central_Zone,1.418,48.79,19.01
DH0031,44.82,46.3,Central_Zone,5.543,34.93,7.15
DH0031,46.3,47.52,Central_Zone,2.647,52.1,7.69
DH0031,47.52,49.48,Central_Zone,0.186,52.04,12.89
DH0031,49.48,50.68,Central_Zone,2.066,51.74,10.53
DH0031,50.68,51.83,Central_Zone,2.524,27.45,11.62
DH0031,51.83,53.13,Central_Zone,3.325,39.08,9.0
DH0031,53.13,54.43,Central_Zone,0.433,57.26,10.9
DH0031,54.43,55.79,Central_Zone,4.035,52.35,12.61
DH0031,55.79,57.18,Central_Zone,0.328,44.94,14.49
DH0031,57.18,58.61,Central_Zone,1.441,48.46,17.52
DH0031,58.61,60.03,Central_Zone,0.727,50.47,19.88
DH0031,60.03,61.7,Central_Zone,1.131,51.18,26.82
DH0031,61.7,63.07,Central_Zone,2.422,43.06,5.84
DH0031,63.07,64.95,Central_Zone,5.213,36.35,4.66
DH0031,64.95,66.35,Central_Zone,5.797,41.28,5.74
DH0031,66.35,68.32,Central_Zone,1.211,42.09,22.61
DH0031,68.32,70.08,Central_Zone,3.783,66.23,8.49
DH0031,70.08,71.69,Central_Zone,3.694,37.36,6.29
DH0031,71.69,73.16,Central_Zone,2.08,42.77,11.3
DH0031,73.16,74.82,Central_Zone,1.491,52.37,6.64
DH0031,74.82,75.92,Central_Zone,2.848,40.87,9.11
DH0031,75.92,77.13,Central_Zone,0.01,47.41,17.3
DH0031,77.13,78.29,Central_Zone,1.444,47.95,9.94
DH0031,78.29,79.59,Central_Zone,1.76,52.11,13.37
DH0031,79.59,80.7,Central_Zone,1.531,35.86,19.58
DH0031,80.7,82.46,Central_Zone,1.207,43.8,26.99
DH0031,82.46,83.95,Central_Zone,1.488,39.7,14.0
DH0031,83.95,85.9,Central_Zone,1.331,54.47,21.18
DH0031,85.9,87.72,Central_Zone,1.487,46.1,16.55
DH0031,87.72,89.3,Central_Zone,1.162,65.6,15.97
DH0031,89.3,90.33,Central_Zone,0.627,42.73,15.59
DH0031,90.33,91.88,Central_Zone,0.509,45.86,16.39
DH0031,91.88,93.26,Central_Zone,0.682,38.52,29.38
DH0031,93.26,94.44,Central_Zone,0.841,37.16,13.74
DH0031,94.44,95.48,Central_Zone,1.886,41.38,30.26
DH0031,95.48,97.13,Central_Zone,0.516,54.15,20.5
DH0031,97.13,98.46,Central_Zone,0.851,33.46,19.8
DH0031,98.46,99.54,Central_Zone,1.339,49.98,13.45
DH0031,99.54,100.63,Central_Zone,1.397,52.72,14.12
DH0031,100.63,102.2,Central_Zone,1.887,49.16,20.64
DH0031,102.2,103.44,Central_Zone,1.051,49.76,16.52
DH0031,103.44,104.86,Central_Zone,0.088,53.71,18.69
DH0031,104.86,106.66,Central_Zone,1.857,56.43,22.73
DH0031,106.66,108.56,Central_Zone,0.563,59.94,13.74
DH0031,108.56,109.69,Central_Zone,0.524,36.72,25.58
DH0031,109.69,111.52,Central_Zone,1.675,49.93,16.0
DH0031,111.52,113.27,Central_Zone,1.732,48.67,24.15
DH0031,113.27,115.03,Central_Zone,1.813,61.16,25.8
DH0031,115.03,116.95,Central_Zone,0.863,42.95,17.97
DH0031,116.95,118.07,Central_Zone,1.388,50.64,8.2
DH0031,118.07,119.48,Central_Zone,0.612,41.79,14.63
DH0031,119.48,120.56,Central_Zone,0.812,54.21,18.0
DH0031,120.56,122.08,Central_Zone,0.702,28.49,23.38
DH0031,122.08,123.49,Central_Zone,0.318,42.2,25.9
DH0031,123.49,124.94,Central_Zone,0.599,34.85,17.32
DH0031,124.94,126.06,Central_Zone,0.367,40.37,20.86
DH0031,126.06,127.24,Central_Zone,0.086,40.88,24.34
DH0031,127.24,129.06,Central_Zone,0.349,46.62,16.8
DH0031,129.06,130.76,Central_Zone,0.353,37.25,18.95
DH0031,130.76,132.05,Central_Zone,0.045,26.47,19.37
DH0031,132.05,133.41,Central_Zone,1.013,38.13,18.14
DH0031,133.41,134.76,Central_Zone,0.894,42.52,21.09
DH0031,134.76,136.13,Central_Zone,0.199,44.21,21.03
DH0031,136.13,137.32,Central_Zone,0.196,48.08,12.82
DH0031,137.32,139.31,Central_Zone,0.759,42.78,15.04
DH0031,139.31,140.56,Central_Zone,0.01,34.66,17.53
DH0031,140.56,142.46,Central_Zone,0.793,34.93,17.88
DH0031,142.46,143.74,Central_Zone,0.422,40.37,17.71
DH0031,143.74,145.0,Central_Zone,0.251,32.66,23.69
DH0031,145.0,146.87,Central_Zone,0.394,39.83,22.09
DH0031,146.87,148.25,Central_Zone,1.317,44.84,20.57
DH0031,148.25,149.84,Central_Zone,0.506,33.97,26.03
DH0031,149.84,150.41,Central_Zone,0.951,39.78,17.57
DH0032,0.0,1.43,North_Zone,2.118,43.93,16.96
DH0032,1.43,3.32,North_Zone,0.076,37.78,11.32
DH0032,3.32,4.34,North_Zone,1.471,54.6,5.8
DH0032,4.34,5.79,North_Zone,2.652,45.45,6.1
DH0032,5.79,7.15,North_Zone,2.362,36.11,7.71
DH0032,7.15,8.66,North_Zone,4.583,38.64,12.36
DH0032,8.66,9.69,North_Zone,2.904,46.04,10.14
DH0032,9.69,11.37,North_Zone,0.694,37.48,15.37
DH0032,11.37,12.7,North_Zone,3.284,50.21,7.92
DH0032,12.7,14.35,North_Zone,0.686,35.06,11.11
DH0032,14.35,15.68,North_Zone,1.482,46.68,11.45
DH0032,15.68,17.5,North_Zone,4.185,61.65,11.18
DH0032,17.5,19.1,North_Zone,1.276,51.11,1.32
DH0032,19.1,20.5,North_Zone,3.027,50.23,11.71
DH0032,20.5,21.7,North_Zone,1.535,33.3,19.25
DH0032,21.7,23.38,North_Zone,0.875,46.57,3.18
DH0032,23.38,24.68,North_Zone,2.67,40.6,19.25
DH0032,24.68,26.07,North_Zone,1.519,50.44,5.07
DH0032,26.07,27.35,North_Zone,1.567,59.26,7.77
DH0032,27.35,28.89,North_Zone,2.495,60.63,11.7
DH0032,28.89,29.95,North_Zone,1.647,45.68,18.87
DH0032,29.95,31.43,North_Zone,2.615,33.82,9.7
DH0032,31.43,33.0,North_Zone,3.841,54.88,15.25
DH0032,33.0,34.47,North_Zone,1.564,40.81,10.74
DH0032,34.47,36.17,North_Zone,1.949,52.94,4.11
DH0032,36.17,37.79,North_Zone,3.282,57.95,15.04
DH0032,37.79,39.7,North_Zone,3.014,47.03,14.21
DH0032,39.7,41.7,North_Zone,4.469,45.9,12.37
DH0032,41.7,42.8,North_Zone,0.851,48.36,10.96
DH0032,42.8,44.72,North_Zone,1.976,33.54,9.82
DH0032,44.72,46.25,North_Zone,0.84,53.41,20.35
DH0032,46.25,47.44,North_Zone,1.172,38.53,10.59
DH0032,47.44,49.2,North_Zone,2.513,49.18,14.57
DH0032,49.2,50.89,North_Zone,2.037,36.25,12.06
DH0032,50.89,52.36,North_Zone,2.338,52.98,11.03
DH0032,52.36,53.77,North_Zone,2.757,36.07,15.62
DH0032,53.77,55.74,North_Zone,1.089,38.12,8.75
DH0032,55.74,56.92,North_Zone,2.636,47.51,10.95
DH0032,56.92,58.1,North_Zone,4.621,43.05,14.12
DH0032,58.1,59.25,North_Zone,2.163,20.36,11.59
DH0032,59.25,60.81,North_Zone,1.109,52.41,23.95
DH0032,60.81,62.31,North_Zone,1.49,41.83,14.98
DH0032,62.31,64.27,North_Zone,2.032,40.71,12.72
DH0032,64.27,65.42,North_Zone,1.939,35.68,13.58
DH0032,65.42,67.35,North_Zone,2.354,42.28,9.19
DH0032,67.35,69.3,North_Zone,4.306,44.36,10.66
DH0032,69.3,70.87,North_Zone,1.299,62.81,19.16
DH0032,70.87,72.63,North_Zone,3.987,30.02,8.82
DH0032,72.63,73.92,North_Zone,2.088,39.34,8.91
DH0032,73.92,75.62,North_Zone,1.128,51.37,17.47
DH0032,75.62,76.84,North_Zone,2.748,49.36,12.82
DH0032,76.84,78.67,North_Zone,3.559,48.32,12.91
DH0032,78.67,80.14,North_Zone,1.429,48.25,21.95
DH0032,80.14,81.78,North_Zone,0.404,37.39,16.07
DH0032,81.78,83.28,North_Zone,2.526,44.15,7.41
DH0032,83.28,85.23,North_Zone,1.567,57.93,13.76
DH0032,85.23,86.32,North_Zone,0.501,55.03,11.85
DH0032,86.32,87.68,North_Zone,1.797,51.12,7.02
DH0032,87.68,88.75,North_Zone,1.064,48.49,22.74
DH0032,88.75,89.89,North_Zone,4.952,41.52,7.12
DH0032,89.89,91.52,North_Zone,2.958,39.08,13.2
DH0032,91.52,92.67,North_Zone,0.858,42.26,23.11
DH0032,92.67,94.47,North_Zone,3.882,46.16,6.82
DH0032,94.47,95.76,North_Zone,1.474,47.52,15.2
DH0032,95.76,97.07,North_Zone,1.149,45.53,14.24
DH0032,97.07,98.12,North_Zone,2.285,36.74,11.59
DH0032,98.12,99.87,North_Zone,0.01,44.48,8.71
DH0032,99.87,101.46,North_Zone,0.614,49.52,5.71
DH0032,101.46,102.94,North_Zone,2.997,49.56,8.04
DH0032,102.94,104.53,North_Zone,0.65,54.75,10.39
DH0032,104.53,105.91,North_Zone,0.975,52.31,13.04
DH0032,105.91,107.77,North_Zone,2.423,25.96,9.92
DH0032,107.77,109.2,North_Zone,4.283,48.36,8.57
DH0032,109.2,110.46,North_Zone,1.818,57.3,13.43
DH0032,110.46,112.32,North_Zone,1.404,56.93,11.24
DH0032,112.32,113.68,North_Zone,0.843,48.56,23.86
DH0032,113.68,115.67,North_Zone,3.046,43.63,9.93
DH0032,115.67,117.29,North_Zone,1.57,31.68,3.26
DH0032,117.29,118.84,North_Zone,2.36,40.95,11.56
DH0032,118.84,120.35,North_Zone,0.209,53.72,16.84
DH0032,120.35,121.72,North_Zone,5.015,45.7,13.67
DH0032,121.72,122.83,North_Zone,1.564,38.24,24.31
DH0032,122.83,124.08,North_Zone,5.022,47.68,6.26
DH0032,124.08,125.37,North_Zone,0.124,34.34,17.94
DH0032,125.37,126.74,North_Zone,0.348,46.06,24.17
DH0032,126.74,128.39,North_Zone,2.034,43.49,21.3
DH0032,128.39,130.01,North_Zone,1.286,45.05,13.58
DH0032,130.01,131.58,North_Zone,1.69,42.72,17.21
DH0032,131.58,133.32,North_Zone,0.821,33.13,19.53
DH0032,133.32,134.62,North_Zone,0.965,42.64,19.75
DH0032,134.62,136.48,North_Zone,1.364,48.95,18.39
DH0032,136.48,137.97,North_Zone,1.538,49.9,26.95
DH0032,137.97,139.9,North_Zone,0.644,41.12,6.65
DH0032,139.9,140.98,North_Zone,0.505,43.53,18.11
DH0032,140.98,142.49,North_Zone,0.608,42.02,12.67
DH0032,142.49,144.49,North_Zone,1.264,47.55,17.96
DH0032,144.49,145.83,North_Zone,1.401,57.65,9.54
DH0032,145.83,147.65,North_Zone,1.486,55.31,11.65
DH0032,147.65,149.56,North_Zone,2.204,61.04,11.65
DH0032,149.56,150.58,North_Zone,1.049,49.2,20.78
DH0032,150.58,151.69,North_Zone,0.704,38.75,7.9
DH0032,151.69,153.36,North_Zone,0.131,42.77,19.11
DH0032,153.36,155.29,North_Zone,1.179,46.39,10.07
DH0032,155.29,156.55,North_Zone,1.524,41.09,19.76
DH0032,156.55,158.44,North_Zone,1.907,41.65,17.59
DH0032,158.44,159.61,North_Zone,0.7,42.43,15.85
DH0032,159.61,161.24,North_Zone,1.163,35.06,19.96
DH0032,161.24,162.97,North_Zone,1.385,42.28,22.14
DH0032,162.97,164.18,North_Zone,1.019,48.87,19.5
DH0032,164.18,165.61,North_Zone,0.91,42.8,26.43
DH0032,165.61,166.93,North_Zone,0.372,44.21,19.03
DH0032,166.93,168.1,North_Zone,0.01,39.69,15.32
DH0032,168.1,169.84,North_Zone,1.0,34.72,24.07
DH0032,169.84,170.86,North_Zone,0.763,40.47,22.27
DH0032,170.86,172.61,North_Zone,1.576,45.26,25.46
DH0032,172.61,174.27,North_Zone,1.146,35.73,22.74
DH0032,174.27,175.74,North_Zone,0.81,40.44,22.2
DH0032,175.74,177.09,North_Zone,1.718,42.53,27.7
DH0032,177.09,178.89,North_Zone,0.939,34.77,11.85
DH0032,178.89,180.3,North_Zone,0.581,33.15,16.38
DH0032,180.3,181.65,North_Zone,0.62,48.88,15.26
DH0032,181.65,183.25,North_Zone,1.517,47.77,19.98
DH0032,183.25,185.07,North_Zone,0.849,42.71,21.19
DH0032,185.07,186.34,North_Zone,0.4,38.54,16.55
DH0032,186.34,187.7,North_Zone,1.083,43.12,18.11
DH0032,187.7,189.32,North_Zone,1.278,50.0,18.59
DH0032,189.32,190.91,North_Zone,1.32,47.98,25.09
DH0032,190.91,192.02,North_Zone,0.349,45.72,21.57
DH0032,192.02,193.32,North_Zone,0.941,54.26,13.64
DH0032,193.32,194.47,North_Zone,0.493,37.8,17.39
DH0032,194.47,195.67,North_Zone,1.071,54.39,25.91
DH0032,195.67,197.42,North_Zone,1.825,61.82,18.91
DH0032,197.42,199.13,North_Zone,0.239,35.57,11.67
DH0032,199.13,200.67,North_Zone,0.818,49.05,26.91
DH0032,200.67,202.05,North_Zone,0.407,44.4,24.82
DH0032,202.05,203.66,North_Zone,0.799,37.61,16.89
DH0032,203.66,205.28,North_Zone,0.546,44.12,18.2
DH0032,205.28,206.59,North_Zone,0.789,39.66,13.2
DH0032,206.59,208.54,North_Zone,0.304,49.55,20.02
DH0032,208.54,209.6,North_Zone,0.206,35.37,26.11
DH0032,209.6,211.24,North_Zone,0.865,42.77,17.75
DH0032,211.24,212.51,North_Zone,0.852,46.12,17.55
DH0032,212.51,214.43,North_Zone,0.44,43.78,15.58
DH0032,214.43,215.93,North_Zone,0.214,33.77,22.24
DH0032,215.93,217.19,North_Zone,1.096,48.95,20.48
DH0032,217.19,219.1,North_Zone,0.54,42.26,20.96
DH0032,219.1,220.74,North_Zone,0.312,44.44,24.61
DH0032,220.74,222.03,North_Zone,0.342,33.18,27.66
DH0032,222.03,223.66,North_Zone,0.58,46.24,20.09
DH0032,223.66,225.32,North_Zone,0.441,39.8,19.99
DH0032,225.32,226.46,North_Zone,0.396,38.57,22.86
DH0032,226.46,227.98,North_Zone,0.292,40.91,15.79
DH0032,227.98,229.02,North_Zone,0.386,40.46,22.47
DH0032,229.02,230.37,North_Zone,0.605,41.97,16.69
DH0032,230.37,232.01,North_Zone,1.211,38.01,28.2
DH0032,232.01,233.83,North_Zone,0.577,45.16,21.36
DH0032,233.83,235.73,North_Zone,0.727,37.82,25.64
DH0032,235.73,237.13,North_Zone,0.369,35.0,19.4
DH0032,237.13,238.18,North_Zone,0.594,36.03,24.26
DH0032,238.18,239.84,North_Zone,0.713,44.99,23.34
DH0032,239.84,241.03,North_Zone,0.541,36.68,29.68
DH0032,241.03,242.99,North_Zone,0.587,40.96,26.37
DH0032,242.99,244.21,North_Zone,0.402,40.05,24.1
DH0032,244.21,245.83,North_Zone,0.144,44.41,19.68
DH0033,0.0,1.3,North_Zone,2.604,46.16,9.58
DH0033,1.3,2.97,North_Zone,2.736,41.99,10.01
DH0033,2.97,4.23,North_Zone,0.696,38.68,13.65
DH0033,4.23,5.59,North_Zone,2.278,30.0,6.26
DH0033,5.59,6.82,North_Zone,1.362,36.91,4.66
DH0033,6.82,8.52,North_Zone,1.971,41.67,12.31
DH0033,8.52,9.92,North_Zone,1.241,34.01,13.51
DH0033,9.92,11.6,North_Zone,2.211,39.57,11.33
DH0033,11.6,12.93,North_Zone,1.62,38.86,6.81
DH0033,12.93,14.05,North_Zone,0.506,40.42,10.03
DH0033,14.05,15.12,North_Zone,1.54,41.29,7.83
DH0033,15.12,17.11,North_Zone,5.234,37.59,8.62
DH0033,17.11,18.82,North_Zone,1.573,48.82,20.28
DH0033,18.82,20.79,North_Zone,2.746,44.6,8.7
DH0033,20.79,21.96,North_Zone,1.188,47.5,10.92
DH0033,21.96,23.51,North_Zone,1.966,39.59,8.75
DH0033,23.51,25.11,North_Zone,1.356,57.0,11.94
DH0033,25.11,26.37,North_Zone,1.916,34.48,7.61
DH0033,26.37,27.65,North_Zone,1.204,56.68,15.96
DH0033,27.65,28.99,North_Zone,0.515,50.24,3.98
DH0033,28.99,30.78,North_Zone,2.877,39.46,7.61
DH0033,30.78,32.7,North_Zone,2.223,40.99,12.87
DH0033,32.7,33.71,North_Zone,2.26,41.1,12.56
DH0033,33.71,35.11,North_Zone,2.859,48.18,9.87
DH0033,35.11,36.18,North_Zone,2.391,46.85,15.19
DH0033,36.18,37.87,North_Zone,2.253,32.01,12.11
DH0033,37.87,39.49,North_Zone,1.638,38.99,6.36
DH0033,39.49,41.34,North_Zone,1.019,29.27,11.09
DH0033,41.34,42.58,North_Zone,0.82,44.77,11.35
DH0033,42.58,44.44,North_Zone,1.369,41.48,14.27
DH0033,44.44,45.9,North_Zone,2.781,39.44,11.35
DH0033,45.9,47.03,North_Zone,0.714,38.93,8.11
DH0033,47.03,48.99,North_Zone,5.068,53.83,11.63
DH0033,48.99,50.4,North_Zone,0.908,37.29,13.88
DH0033,50.4,52.22,North_Zone,4.221,32.35,12.93
DH0033,52.22,54.17,North_Zone,3.828,52.37,5.55
DH0033,54.17,55.94,North_Zone,2.348,37.62,10.71
DH0033,55.94,57.91,North_Zone,0.78,47.57,7.72
DH0033,57.91,59.25,North_Zone,1.273,50.9,14.94
DH0033,59.25,60.83,North_Zone,1.402,48.39,24.64
DH0033,60.83,62.39,North_Zone,2.917,53.21,5.84
DH0033,62.39,64.37,North_Zone,3.777,40.85,4.06
DH0033,64.37,65.93,North_Zone,2.063,55.58,8.25
DH0033,65.93,67.85,North_Zone,1.303,30.64,19.81
DH0033,67.85,69.45,North_Zone,0.926,51.79,14.36
DH0033,69.45,71.14,North_Zone,2.932,53.49,7.13
DH0033,71.14,72.25,North_Zone,1.804,40.82,2.59
DH0033,72.25,73.42,North_Zone,1.819,47.43,6.57
DH0033,73.42,74.62,North_Zone,2.713,40.19,6.88
DH0033,74.62,75.95,North_Zone,1.481,52.01,22.62
DH0033,75.95,77.13,North_Zone,5.879,39.55,11.58
DH0033,77.13,78.4,North_Zone,1.079,54.7,17.94
DH0033,78.4,80.35,North_Zone,1.332,55.69,9.54
DH0033,80.35,81.88,North_Zone,2.61,51.98,8.51
DH0033,81.88,83.07,North_Zone,1.197,56.75,14.27
DH0033,83.07,84.53,North_Zone,1.628,50.12,10.24
DH0033,84.53,86.39,North_Zone,0.925,53.55,6.89
DH0033,86.39,87.81,North_Zone,2.423,55.72,16.09
DH0033,87.81,89.27,North_Zone,0.869,61.51,9.48
DH0033,89.27,91.04,North_Zone,0.938,41.12,15.45
DH0033,91.04,92.68,North_Zone,1.751,51.09,27.04
DH0033,92.68,94.57,North_Zone,1.289,47.15,22.24
DH0033,94.57,96.48,North_Zone,1.672,50.57,20.51
DH0033,96.48,98.3,North_Zone,1.288,52.4,18.05
DH0033,98.3,99.34,North_Zone,1.445,36.77,11.42
DH0033,99.34,101.1,North_Zone,1.991,35.81,17.15
DH0033,101.1,102.95,North_Zone,0.696,48.81,20.12
DH0033,102.95,104.49,North_Zone,1.856,40.72,22.5
DH0033,104.49,105.51,North_Zone,1.14,50.15,16.43
DH0033,105.51,106.67,North_Zone,1.493,42.38,17.86
DH0033,106.67,108.34,North_Zone,1.351,54.05,9.94
DH0033,108.34,109.81,North_Zone,1.204,39.18,15.57
DH0033,109.81,111.46,North_Zone,0.705,41.95,14.49
DH0033,111.46,113.33,North_Zone,0.601,44.34,11.13
DH0033,113.33,114.44,North_Zone,0.688,39.72,24.01
DH0033,114.44,115.7,North_Zone,0.973,48.53,16.04
DH0033,115.7,117.01,North_Zone,0.917,52.29,22.25
DH0033,117.01,118.5,North_Zone,0.459,33.31,13.39
DH0033,118.5,119.67,North_Zone,0.965,38.13,15.14
DH0033,119.67,121.5,North_Zone,0.07,43.81,12.73
DH0033,121.5,123.28,North_Zone,0.504,44.15,24.05
DH0033,123.28,124.35,North_Zone,1.447,48.18,15.31
DH0033,124.35,125.61,North_Zone,1.592,47.64,19.57
DH0033,125.61,127.27,North_Zone,1.276,50.65,16.73
DH0033,127.27,128.91,North_Zone,0.456,35.92,14.34
DH0033,128.91,130.17,North_Zone,0.639,39.71,23.21
DH0033,130.17,131.25,North_Zone,1.281,31.76,23.9
DH0033,131.25,132.81,North_Zone,0.567,30.64,20.38
DH0033,132.81,134.16,North_Zone,2.172,49.87,21.36
DH0033,134.16,135.94,North_Zone,0.617,49.52,17.95
DH0033,135.94,137.34,North_Zone,0.944,51.43,13.75
DH0033,137.34,138.36,North_Zone,1.482,42.97,16.69
DH0033,138.36,139.56,North_Zone,0.795,42.76,18.92
DH0033,139.56,141.43,North_Zone,1.781,58.76,16.79
DH0033,141.43,142.64,North_Zone,0.29,39.02,14.55
DH0033,142.64,143.86,North_Zone,0.319,43.55,21.2
DH0033,143.86,145.41,North_Zone,1.757,50.41,19.56
DH0033,145.41,147.05,North_Zone,0.949,41.03,22.15
DH0033,147.05,148.05,North_Zone,0.864,43.72,25.13
DH0033,148.05,149.34,North_Zone,2.132,54.86,20.67
DH0033,149.34,151.13,North_Zone,0.528,41.65,21.01
DH0033,151.13,152.96,North_Zone,0.771,46.0,18.76
DH0033,152.96,154.06,North_Zone,0.803,36.6,25.33
DH0033,154.06,155.07,North_Zone,1.513,42.38,26.49
DH0033,155.07,156.15,North_Zone,1.752,50.97,9.14
DH0033,156.15,157.5,North_Zone,0.937,48.51,18.79
DH0033,157.5,159.08,North_Zone,1.204,40.85,22.6
DH0033,159.08,160.3,North_Zone,0.851,43.63,19.2
DH0033,160.3,161.85,North_Zone,0.356,38.05,25.83
DH0033,161.85,163.82,North_Zone,0.56,42.53,16.32
DH0033,163.82,165.57,North_Zone,0.682,41.45,30.35
DH0033,165.57,167.29,North_Zone,0.247,42.46,17.4
DH0033,167.29,168.73,North_Zone,0.395,45.86,18.52
